Donor_Group	Recip_Group	Frag_Length	Gene	Recipient_strains
16b	1	218	group_693	ERR069712,ERR129051,ERR065968,ERR129132,ERR069690,ERR068018,ERR069768,ERR129090,ERR068020,ERR067977,ERR069715,ERR068013,ERR124304,ERR124282,ERR129058,ERR124237
16c	6	32	group_693	ERR069786,ERR069685,ERR069798,ERR065971,ERR129168,ERR129172,ERR065969,ERR069693,ERR069779
11	12	9	group_2737	ERR069841
6	6	583	deoB	ERR129043,ERR124227
15	16g	452	gnd	ERR069742,ERR065294,ERR065352
16c	16b	72	group_55	ERR129083,ERR129216
2	16c	82	group_1006	ERR069808
16c	12	87	group_1006	ERR067993,ERR069803
9	15	111	gatB	ERR124222,ERR129075,ERR069706,ERR069843,ERR124255,ERR065973,ERR069720,ERR068003,ERR068035,ERR129062,ERR124233,ERR069791,ERR068036,ERR065314,ERR069842,ERR129036,ERR129078,ERR069699,ERR069793,ERR129031,ERR129049,ERR067990,ERR069762,ERR067999,ERR129193
9	16c	111	gatB	ERR129181
9	14	111	gatB	ERR069825
9	8	351	group_850	ERR069758
1	6	17	group_2752	ERR124319,ERR124288,ERR124294,ERR124297,ERR124286
1	9	17	group_2752	ERR069743
1	16b	17	group_2752	ERR124311,ERR129057,ERR065290,ERR129135
1	16g	17	group_2752	ERR124244
16c	5	21	group_1339	ERR129077
16c	8	198	group_239	ERR065287
6	9	32	group_239	ERR069826,ERR069780
1	16a	309	group_239	ERR129212,ERR069748,ERR069689,ERR129180,ERR069832,ERR069701
6	16c	32	group_239	ERR129084
16c	16b	198	group_239	ERR069739,ERR069695
16c	5	198	group_239	ERR129105,ERR129195,ERR065301
16a	16f	1040	iga_2	ERR069840
16a	16a	1040	iga_2	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
11	12	192	group_1449	ERR065965
11	16a	192	group_1449	ERR124257
16b	6	124	prfC	ERR069786
16c	8	379	group_2618	ERR124263
16c	16c	291	group_2618	ERR069808
15	12	18	gph_1	ERR067993,ERR069803,ERR069841
9	9	192	group_448	ERR069777,ERR065339
9	16b	192	group_448	ERR124311,ERR129057,ERR065290,ERR129135
9	16e	192	group_448	ERR067975
2	5	306	group_448	ERR065342
9	13	192	group_448	ERR068005,ERR069759,ERR069741,ERR067979
9	16g	192	group_448	ERR069742,ERR065294,ERR065352
9	16f	192	group_448	ERR069840
9	16c	192	group_448	ERR068014,ERR129094,ERR069792,ERR068031,ERR124218,ERR065354,ERR129206,ERR069692,ERR069723,ERR069697,ERR124258,ERR069810,ERR124306,ERR065312,ERR129095
9	14	192	group_448	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
16g	6	329	group_3879	ERR129043,ERR124227
7	16d	479	group_1896	ERR069735,ERR069819,ERR065295,ERR069813,ERR069838
16c	9	388	group_1896	ERR065306,ERR129065,ERR129029,ERR069826
16c	3	388	group_1896	ERR065332
9	13	307	group_1896	ERR068005,ERR129027,ERR069759,ERR069741,ERR129115,ERR067979
6	16b	14	group_1896	ERR069739,ERR069695
16c	16c	388	group_1896	ERR124271,ERR129041,ERR129181,ERR124289,ERR124309,ERR129184,ERR065318
16c	10	388	group_1896	ERR068025,ERR069811
16c	16b	223	group_395	ERR065315,ERR069739,ERR069695
16c	16c	223	group_395	ERR068031
16c	13	223	group_395	ERR129092
5	16c	393	gor	ERR069764,ERR129187,ERR068014,ERR129094,ERR069792,ERR068031,ERR065354,ERR129206,ERR129181,ERR069692,ERR069723,ERR069697,ERR069810,ERR068009,ERR129047,ERR129095
5	6	393	gor	ERR069786,ERR124319,ERR069685,ERR124288,ERR069798,ERR065971,ERR129168,ERR129172,ERR124294,ERR068030,ERR065969,ERR069693,ERR069779,ERR124297,ERR124286
5	16b	393	gor	ERR065315,ERR069739,ERR069695
2	3	59	group_3375	ERR069698,ERR129061,ERR065320,ERR068032,ERR129060,ERR068049
3	2	145	group_3375	ERR069702
12	16c	63	group_1748	ERR069764,ERR068014,ERR129094,ERR069792,ERR065354,ERR069737,ERR129206,ERR129045,ERR069692,ERR069723,ERR069697,ERR069810,ERR068009,ERR129095
12	6	106	group_1748	ERR129176,ERR129117,ERR069685,ERR129213,ERR129042,ERR124235,ERR129157,ERR069708,ERR129167,ERR069798,ERR124308,ERR065971,ERR065303,ERR068023,ERR129172,ERR068030,ERR065969,ERR069693,ERR069779
16c	12	554	ctpE	ERR067993
12	16h	88	ctpE	ERR069785,ERR129162,ERR065958,ERR069797,ERR069821
16c	6	554	ctpE	ERR129176,ERR129117,ERR129213,ERR129042,ERR124235,ERR129157
12	6	88	ctpE	ERR068030
6	16c	251	ctpE	ERR129181
16c	16d	482	ctpE	ERR065957
16c	16b	554	ctpE	ERR129151,ERR069815
16c	13	256	ctpE	ERR129027,ERR129115
12	16g	23	ctpE	ERR124244
16c	13	554	ctpE	ERR129027
12	16c	88	ctpE	ERR124218,ERR129181,ERR124258,ERR124306,ERR065312
12	15	88	ctpE	ERR069791,ERR069842,ERR069793
16c	6	256	ctpE	ERR129176,ERR129117,ERR129213,ERR129042,ERR124235,ERR129157,ERR069708,ERR129167,ERR124308,ERR129043,ERR124227,ERR065303,ERR068023
6	3	251	ctpE	ERR065332,ERR069725,ERR129026,ERR069698,ERR124274,ERR124283,ERR065293,ERR124221,ERR068026,ERR065297,ERR129061
8	16c	50	metN	ERR124258
16c	15	311	metN	ERR069706,ERR068003,ERR069791,ERR065314,ERR069842,ERR129078,ERR069699,ERR069793,ERR069762,ERR067999
8	9	50	metN	ERR069807
1	16c	63	group_1118	ERR129045,ERR129184
1	16d	63	group_1118	ERR069819,ERR069782
1	2	63	group_1118	ERR129215
1	11	63	group_1118	ERR069703
1	8	63	group_1118	ERR124270
1	1	63	group_1118	ERR124282
9	2	495	group_1118	ERR129159
1	16b	63	group_1118	ERR129202
9	5	101	sacA	ERR129077
9	15	101	sacA	ERR124222,ERR129075,ERR069706,ERR069843,ERR124255,ERR065973,ERR069720
9	16a	101	sacA	ERR129212,ERR069814,ERR068007,ERR124257,ERR069748,ERR069689,ERR069789,ERR129180,ERR129185,ERR067972
9	2	101	sacA	ERR129037,ERR067985,ERR065326,ERR069713,ERR129127,ERR069727,ERR069752,ERR129214,ERR068046,ERR129215,ERR068040,ERR067986,ERR124291,ERR069822,ERR065310,ERR129210,ERR124296,ERR068041,ERR069801,ERR129080,ERR068047,ERR129178,ERR067968,ERR129177,ERR124242,ERR129137,ERR065308,ERR069702,ERR065964,ERR069837,ERR129093,ERR129211,ERR124298
9	16d	101	sacA	ERR069735
9	16b	101	sacA	ERR129151
1	3	164	glnQ_2	ERR065332,ERR069725,ERR129026,ERR069698,ERR124274,ERR124283,ERR065293,ERR124221,ERR068026,ERR065297,ERR129061,ERR065320,ERR069724,ERR068042,ERR124249,ERR129198,ERR067978,ERR068032,ERR124239,ERR068028,ERR124272,ERR124300,ERR129054,ERR129060,ERR068049
12	16c	20	glnQ_2	ERR069764
9	3	25	glnQ_2	ERR065332,ERR069725,ERR129026,ERR069698,ERR124274,ERR124283,ERR065293,ERR124221,ERR068026,ERR065297,ERR129061,ERR065320,ERR069724,ERR068042,ERR124249,ERR129198,ERR067978,ERR068032,ERR124239,ERR068028,ERR124272,ERR124300,ERR129054,ERR129060,ERR068049
16d	16c	103	clpC_1	ERR068022,ERR069722,ERR065349
16d	16c	68	clpC_1	ERR069722,ERR065349,ERR068022
8	9	269	clpC_1	ERR065955
8	16g	147	clpC_1	ERR124244
16d	16c	150	clpC_1	ERR069722,ERR065349,ERR068022
8	9	147	clpC_1	ERR065955
8	16c	269	clpC_1	ERR069722,ERR065349
15	16g	127	clpC_1	ERR124244
14	9	179	clpC_1	ERR065955
6	1	820	mltF_2	ERR124285,ERR129164,ERR129088
6	16c	64	mltF_2	ERR129181,ERR065299
16b	16c	168	mltF_2	ERR069722,ERR065349,ERR068022
6	16c	820	mltF_2	ERR069764
16c	16c	42	mltF_2	ERR124218,ERR124258,ERR124306,ERR065312
6	6	395	mltF_2	ERR124319,ERR124288,ERR124294,ERR124297,ERR124286
6	16a	395	mltF_2	ERR069814
16g	16c	62	mltF_2	ERR069764
9	6	130	group_942	ERR069685,ERR069798,ERR065971,ERR129168,ERR129172,ERR065969,ERR069779
9	16b	130	group_942	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
9	16e	130	group_942	ERR067975
9	2	130	group_942	ERR129037,ERR067985,ERR065326,ERR069713,ERR129127,ERR069727,ERR069752,ERR129214,ERR068046,ERR129215,ERR129159,ERR129154,ERR068040,ERR067986,ERR124291,ERR069822,ERR065310,ERR124302,ERR129210,ERR124296,ERR068041,ERR069801,ERR129080,ERR124268,ERR069760,ERR129131,ERR069804,ERR129068,ERR129079,ERR124246,ERR129139,ERR124240,ERR069707,ERR068047,ERR129178,ERR067968,ERR129177,ERR069839,ERR124242,ERR129137,ERR065308,ERR069702,ERR065964,ERR069837,ERR068000,ERR129093,ERR129211,ERR124298
1	5	102	group_2340	ERR068010
1	13	102	group_2340	ERR068004
1	6	102	group_2340	ERR129157
1	12	103	ygaZ	ERR069803
1	11	103	ygaZ	ERR129179,ERR124241,ERR124293,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124250,ERR124316,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR124279,ERR129163,ERR129134,ERR067988,ERR129035,ERR124301,ERR069728,ERR124290,ERR129119,ERR124273,ERR129173,ERR069733,ERR129104,ERR067963,ERR067970,ERR067992,ERR124275,ERR129089,ERR068033
1	16b	103	ygaZ	ERR129102,ERR129071
4	16g	106	group_2918	ERR124244
4	6	106	group_2918	ERR069786,ERR124319,ERR124288,ERR124294,ERR124297,ERR124286
4	12	106	group_2918	ERR067993,ERR069803,ERR069841
16c	13	23	group_180	ERR069709,ERR124223,ERR069734,ERR129092,ERR069827,ERR069741,ERR069788,ERR069784,ERR068043,ERR067979
16c	16b	120	adh_2	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
16c	16a	120	adh_2	ERR129212,ERR069814,ERR068007,ERR069748,ERR069689,ERR069789,ERR129180,ERR068006,ERR069832,ERR068021,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989,ERR067972
16c	1	120	adh_2	ERR124256,ERR069712,ERR069809,ERR068048,ERR065350,ERR129051,ERR065968,ERR129132,ERR069690,ERR068018,ERR069768,ERR129090,ERR068020,ERR067977,ERR069715,ERR069731,ERR124265,ERR129113,ERR065347,ERR068013,ERR124304,ERR124282,ERR129058,ERR124237,ERR129201
16c	3	120	adh_2	ERR065332,ERR069725,ERR129026,ERR069698,ERR124274,ERR124283,ERR065293,ERR124221,ERR068026,ERR065297,ERR129061,ERR065320,ERR069724,ERR068042,ERR124249,ERR129198,ERR067978,ERR068032,ERR124239,ERR068028,ERR124272,ERR124300,ERR129054,ERR129060,ERR068049
16c	6	120	adh_2	ERR069786,ERR129176,ERR124319,ERR129117,ERR069685,ERR129213,ERR129042,ERR124235,ERR129157,ERR124288,ERR069708,ERR129167,ERR069798,ERR124308,ERR129043,ERR065971,ERR124227,ERR129168,ERR065303,ERR068023,ERR129172,ERR124294,ERR068030,ERR065969,ERR069693,ERR069779,ERR124297,ERR124286
16c	16g	120	adh_2	ERR069742,ERR065294,ERR065352
16c	9	120	adh_2	ERR129065,ERR129029,ERR069826,ERR129107,ERR124287,ERR129155,ERR129146,ERR129052,ERR129076,ERR129055,ERR069780,ERR068027,ERR069802,ERR129106,ERR129116,ERR069830,ERR129147,ERR124219,ERR065345,ERR069800,ERR065311,ERR067967,ERR129161,ERR065966,ERR067976,ERR065307,ERR069790,ERR068015,ERR065355,ERR069777,ERR069807,ERR065346,ERR065306,ERR065313,ERR129082,ERR067980,ERR065955,ERR065322,ERR129208,ERR129205,ERR069694,ERR124245,ERR129192,ERR069736,ERR129098,ERR065339,ERR124238,ERR067973,ERR065331,ERR129141,ERR129133,ERR065348,ERR129171,ERR129122,ERR129100
16c	2	120	adh_2	ERR129037,ERR067985,ERR065326,ERR069713,ERR129127,ERR069727,ERR069752,ERR129214,ERR068046,ERR129215,ERR129159,ERR129154,ERR068040,ERR067986,ERR124291,ERR069822,ERR065310,ERR124302,ERR129210,ERR124296,ERR068041,ERR069801,ERR129080,ERR124268,ERR069760,ERR129131,ERR069804,ERR129068,ERR129079,ERR124246,ERR129139,ERR124240,ERR069707,ERR068047,ERR129178,ERR067968,ERR129177,ERR069839,ERR124242,ERR129137,ERR065308,ERR069702,ERR065964,ERR069837,ERR068000,ERR129093,ERR129211,ERR124298
16c	16c	120	adh_2	ERR069792,ERR068031,ERR065354,ERR069737,ERR129045,ERR069692,ERR069723,ERR069697,ERR124258,ERR069810
16c	15	120	adh_2	ERR124222,ERR129075,ERR069706,ERR069843,ERR124255,ERR065973,ERR069720,ERR068003,ERR068035,ERR129062,ERR124233,ERR069791,ERR068036,ERR065314,ERR069842,ERR129036,ERR129078,ERR069699,ERR069793,ERR129031,ERR129049,ERR067990,ERR069762,ERR067999,ERR129193
16c	16d	120	adh_2	ERR069819,ERR069735,ERR065295,ERR069813,ERR065957,ERR069838
6	16e	827	dnaG	ERR067975
6	9	827	dnaG	ERR129065
6	16a	827	dnaG	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
6	6	827	dnaG	ERR069786,ERR129176,ERR124319,ERR129117,ERR069685,ERR129213,ERR124235,ERR129157,ERR124288,ERR129167,ERR069798,ERR129043,ERR065971,ERR124227,ERR129168,ERR129172,ERR124294,ERR068030,ERR065969,ERR069693,ERR069779,ERR124297,ERR124286
6	16g	827	dnaG	ERR124244
6	16g	5	dnaG	ERR069742
6	16h	827	dnaG	ERR069785,ERR069797,ERR069821
6	15	827	dnaG	ERR124222,ERR129075,ERR069843,ERR124255,ERR065973,ERR069720,ERR068035,ERR129062,ERR124233,ERR068036,ERR129036,ERR129031,ERR129049,ERR067990,ERR129193
16b	16g	317	mapZ	ERR069742
16b	9	266	mapZ	ERR065339
16b	12	97	mapZ	ERR067993
8	8	363	yitU	ERR068034
13	16c	353	group_2974	ERR069722,ERR065349,ERR068022
6	16b	199	argG	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
2	13	175	gdh	ERR069709,ERR069734,ERR069827,ERR069788,ERR068043,ERR067979
2	14	175	gdh	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
9	16a	590	ptsI	ERR069814,ERR068007,ERR124257,ERR069789,ERR068021,ERR129185,ERR067972
9	16c	590	ptsI	ERR069722,ERR069764,ERR068039,ERR065349,ERR068009,ERR068022
9	2	590	ptsI	ERR129037,ERR067985,ERR065326,ERR069713,ERR129127,ERR069727,ERR069752,ERR129214,ERR068046,ERR129215,ERR129159,ERR129154,ERR068040,ERR067986,ERR124291,ERR069822,ERR065310,ERR124302,ERR129210,ERR124296,ERR068041,ERR069801,ERR129080,ERR124268,ERR069760,ERR129131,ERR069804,ERR129068,ERR129079,ERR124246,ERR129139,ERR124240,ERR069707,ERR068047,ERR129178,ERR067968,ERR129177,ERR069839,ERR124242,ERR129137,ERR065308,ERR069702,ERR065964,ERR069837,ERR068000,ERR129093,ERR129211,ERR124298
2	16c	58	ptsI	ERR124247,ERR069773,ERR065302,ERR129040,ERR124271,ERR129041,ERR124289,ERR124309,ERR129124,ERR129184,ERR065321,ERR065318,ERR129188,ERR129056,ERR069775
2	6	58	ptsI	ERR069685,ERR069798,ERR065971,ERR129168,ERR129172,ERR068030,ERR065969,ERR069693,ERR069779
2	13	58	ptsI	ERR069709,ERR068001,ERR068005,ERR065353,ERR065953,ERR069710,ERR129027,ERR068004,ERR124223,ERR069734,ERR129092,ERR069759,ERR069827,ERR069741,ERR069788,ERR069784,ERR068043,ERR129115,ERR067979
9	16d	590	ptsI	ERR069735,ERR069819,ERR069813
16c	13	65	group_240	ERR129092
1	13	21	group_240	ERR129092
16c	8	85	group_240	ERR065319
12	6	63	dnaI	ERR124319,ERR124288,ERR124294,ERR124297,ERR124286
12	16b	63	dnaI	ERR124311,ERR129057,ERR065290,ERR129135
16a	16c	28	dnaI	ERR124271,ERR129044,ERR129194
12	16f	63	dnaI	ERR069840
12	12	63	dnaI	ERR065974,ERR065341,ERR129130,ERR065965,ERR124278,ERR065289,ERR065296
16a	16h	28	dnaI	ERR069785,ERR129162,ERR065958,ERR069797,ERR069821
12	2	63	dnaI	ERR129137
16d	15	51	dnaD	ERR065314,ERR129078
1	16h	487	group_461	ERR129162
1	1	487	group_461	ERR069835
1	16h	63	group_461	ERR129162
13	16c	135	group_461	ERR124289,ERR124271,ERR124309
1	16c	487	group_461	ERR124289,ERR124271,ERR124309
15	16f	32	mvaS	ERR069840
16b	15	369	group_922	ERR124222,ERR129075,ERR069706,ERR069843,ERR124255,ERR065973,ERR069720,ERR068003,ERR068035,ERR129062,ERR124233,ERR069791,ERR068036,ERR065314,ERR069842,ERR129036,ERR069699,ERR069793,ERR129031,ERR129049,ERR067990,ERR069762,ERR067999,ERR129193
16b	16b	369	group_922	ERR129102,ERR129071
9	16c	433	galT_2	ERR129181
9	16c	52	menF	ERR069773,ERR065302
9	10	52	menF	ERR068025,ERR069811,ERR129152,ERR065327,ERR129039,ERR124232,ERR067994,ERR124254,ERR065298,ERR129203,ERR124264,ERR067997,ERR069766,ERR129169,ERR124317
16c	16d	114	group_4360	ERR069735,ERR069819,ERR065295,ERR069782,ERR069813,ERR065957,ERR069838
16c	16c	114	group_4360	ERR069773,ERR065302,ERR129040,ERR068039,ERR129124,ERR065321,ERR129188,ERR129056,ERR069775
11	16b	35	hcaB	ERR129151,ERR069815
16b	16c	188	comEA	ERR129187,ERR129047
16b	12	188	comEA	ERR065974,ERR065341,ERR129130,ERR065965,ERR067993,ERR124278,ERR069803,ERR065289,ERR069841,ERR065296
11	16c	94	group_2577	ERR129045
15	5	190	group_2577	ERR129105,ERR129196,ERR129195,ERR065301,ERR065342,ERR129144,ERR129077,ERR067998,ERR124320,ERR069818,ERR069714,ERR129053,ERR068010,ERR129182,ERR069799
14	16g	25	pucK	ERR069742,ERR065294,ERR065352
14	16f	73	desR	ERR124226,ERR129064,ERR069769
9	1	229	desR	ERR124256,ERR069809,ERR068048
9	16c	229	desR	ERR068014
16g	16f	86	desR	ERR124226,ERR129064,ERR069769
16g	16f	153	desR	ERR124226,ERR129064,ERR069769
16g	1	69	desR	ERR124256,ERR069809,ERR068048,ERR065350,ERR069731,ERR065347,ERR129201
16c	16c	84	ykoD_3	ERR129110,ERR069808
16c	5	160	ykoD_3	ERR129105,ERR129196,ERR129195,ERR065301,ERR065342,ERR129144,ERR129077,ERR067998,ERR124320,ERR069818,ERR069714,ERR129053,ERR068010,ERR129182,ERR069799
16a	16b	325	ykoD_3	ERR065315
14	2	121	ykoD_3	ERR068041
14	13	121	ykoD_3	ERR069709,ERR068001,ERR068005,ERR065353,ERR065953,ERR069710,ERR129027,ERR068004,ERR124223,ERR069734,ERR129092,ERR069759,ERR069827,ERR069741,ERR069788,ERR069784,ERR068043,ERR129115,ERR067979
16a	16c	325	ykoD_3	ERR129110,ERR069808
16c	16b	84	ykoD_3	ERR065315
16c	4	264	ykoD_3	ERR069738,ERR068037,ERR129096,ERR069686,ERR069688,ERR124307,ERR129204,ERR067996,ERR065343,ERR067995,ERR124248,ERR065338,ERR069767,ERR124260,ERR069778,ERR129156,ERR069836,ERR067965,ERR124318,ERR069783,ERR067987
16b	16b	128	glnM_2	ERR069824,ERR069729,ERR069772,ERR069806,ERR069730,ERR069816,ERR065956
2	16c	285	glnM_2	ERR068009
9	8	420	rnj2	ERR124263
9	9	420	rnj2	ERR065955
6	5	33	yknX	ERR129105,ERR129196,ERR129195,ERR065301,ERR065342,ERR067998,ERR124320,ERR069818,ERR069714,ERR129053,ERR069799
11	10	124	asd	ERR129048
16b	8	55	group_1567	ERR129059
8	16c	29	group_2742	ERR065325,ERR065960,ERR068014,ERR129094,ERR069792,ERR068031,ERR065354,ERR069737,ERR129050,ERR129206,ERR129045,ERR069692,ERR069723,ERR069722,ERR065299,ERR069697,ERR065349,ERR069810,ERR068009,ERR068022,ERR129095
9	16a	41	rsuA_2	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
1	6	78	rsuA_2	ERR129176,ERR124319,ERR129117,ERR129213,ERR129042,ERR124235,ERR129157,ERR124288,ERR069708,ERR129167,ERR124308,ERR129043,ERR124227,ERR065303,ERR068023,ERR124294,ERR068030,ERR124297,ERR124286
1	2	78	rsuA_2	ERR129037,ERR067985,ERR065326,ERR069713,ERR129127,ERR069727,ERR069752,ERR129214,ERR068046,ERR129215,ERR129159,ERR129154,ERR068040,ERR067986,ERR124291,ERR069822,ERR065310,ERR124302,ERR129210,ERR124296,ERR069801,ERR129080,ERR124268,ERR069760,ERR129131,ERR069804,ERR129068,ERR129079,ERR124246,ERR129139,ERR124240,ERR069707,ERR068047,ERR129178,ERR129093,ERR129211,ERR124298
1	7	78	rsuA_2	ERR124228,ERR067961,ERR124292,ERR124312,ERR069718,ERR124224,ERR124243,ERR124276,ERR129067,ERR129073
5	9	89	pezA	ERR129065,ERR069826,ERR129107,ERR124287,ERR129155,ERR129146,ERR129076,ERR129055
5	13	89	pezA	ERR069709,ERR068005,ERR065353,ERR065953
5	11	89	pezA	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074
5	16c	89	pezA	ERR124247,ERR069773,ERR069764,ERR065302,ERR129187,ERR129040,ERR068014,ERR129094,ERR069792,ERR068031
5	4	89	pezA	ERR069738,ERR068037,ERR129096,ERR069686,ERR069688,ERR124307,ERR129204,ERR067996
5	10	89	pezA	ERR124310
16c	16b	5	pezA	ERR129102
5	16b	89	pezA	ERR069824,ERR069729
16b	16e	11	pezA	ERR067975
16b	14	11	pezA	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
1	10	28	murF_2	ERR124310,ERR129048,ERR065309,ERR124305,ERR129111,ERR124253,ERR065316,ERR124217,ERR124266
1	14	28	murF_2	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR129128
1	15	28	murF_2	ERR069791
1	16h	28	murF_2	ERR069785,ERR129162
1	8	28	murF_2	ERR065305,ERR069795,ERR068008,ERR129129,ERR069796,ERR069771,ERR065970,ERR065972,ERR129063,ERR065287,ERR124229,ERR129149,ERR069833,ERR129140,ERR069831,ERR124315,ERR069751,ERR069687,ERR129207,ERR129170,ERR068044,ERR129112,ERR068017,ERR124269,ERR069717,ERR067974,ERR129108,ERR069711,ERR129059,ERR067960,ERR068050,ERR129032,ERR065317,ERR069774,ERR069829,ERR129120,ERR129197,ERR069696,ERR129072,ERR067984,ERR068045,ERR069781,ERR129186,ERR069805,ERR124220,ERR129183,ERR068034,ERR069691,ERR129153,ERR124281,ERR124267,ERR069745,ERR129081,ERR129142,ERR124284,ERR129175,ERR124263,ERR069704,ERR129025,ERR129209,ERR069761
1	11	28	murF_2	ERR069834
1	16d	28	murF_2	ERR069735,ERR069819,ERR065295,ERR069813
1	16c	28	murF_2	ERR124247,ERR069773,ERR065302,ERR129040,ERR124218,ERR068039,ERR129124
1	16f	28	murF_2	ERR124226,ERR129064,ERR069769
13	16c	71	group_622	ERR129044,ERR129194
12	16b	67	lmrA	ERR129151,ERR069815
14	15	42	tabA	ERR067990
16d	16d	47	group_1441	ERR069735,ERR069819,ERR065295,ERR069813,ERR065957,ERR069838
16d	16c	13	group_1441	ERR124218,ERR124258,ERR124306,ERR065312
16d	6	47	group_1441	ERR124319,ERR124288,ERR124294,ERR124297,ERR124286
16d	16f	47	group_1441	ERR069840
9	16a	927	der	ERR129212
9	6	927	der	ERR069786
9	16c	927	der	ERR129181,ERR124247,ERR069773,ERR065302,ERR129040,ERR068039,ERR129124,ERR065321,ERR129188,ERR129056,ERR069775
16c	16d	265	der	ERR069782
9	4	927	der	ERR069738
9	11	927	der	ERR129179,ERR124241,ERR124293
1	16a	96	der	ERR069814,ERR068007,ERR124257,ERR069789,ERR068021,ERR129185,ERR067972
11	1	27	group_2854	ERR124285
16c	13	118	group_1875	ERR124223,ERR069709,ERR065953,ERR068001,ERR069709,ERR068005,ERR069709,ERR129027,ERR068004,ERR129092,ERR069759,ERR069788,ERR069784,ERR068043
16f	4	157	group_1875	ERR069836
16b	9	115	group_3670	ERR069830,ERR129171
16b	12	115	group_3670	ERR065974,ERR065341,ERR129130,ERR065965,ERR067993,ERR124278,ERR069803,ERR065289,ERR069841
16b	16c	115	group_3670	ERR068031
16b	13	115	group_3670	ERR129092
16b	16b	136	group_1963	ERR069815,ERR129151
16g	16b	62	group_1963	ERR129151,ERR069815
13	1	111	group_3093	ERR069823,ERR069712,ERR129164,ERR067964,ERR069835,ERR129088,ERR067981,ERR129051,ERR069746,ERR065968,ERR129158,ERR069812,ERR068012,ERR129132,ERR065292,ERR069690,ERR068018,ERR069768,ERR065967,ERR129090,ERR065344,ERR068020,ERR067977,ERR069715,ERR069683,ERR065962,ERR069755,ERR124285,ERR124265,ERR069765,ERR129113,ERR068013,ERR124231,ERR124304,ERR124282,ERR069732,ERR129058,ERR065330,ERR069719,ERR069770,ERR069721,ERR129199,ERR069740,ERR124237
13	16b	111	group_3093	ERR124311,ERR129057,ERR065290,ERR129135
13	16c	111	group_3093	ERR069773,ERR065302,ERR129040,ERR069820,ERR068039,ERR129181,ERR129124,ERR065321,ERR129188,ERR129056,ERR069775,ERR129084
8	1	826	group_40	ERR065350,ERR069731,ERR065347,ERR129201
8	16a	826	group_40	ERR124257
8	6	826	group_40	ERR129168
8	11	826	group_40	ERR129035
16f	16d	154	group_4680	ERR069735,ERR069819,ERR065295,ERR069782,ERR069813,ERR065957,ERR069838
16f	16g	154	group_4680	ERR069742,ERR065294,ERR065352
16f	6	154	group_4680	ERR124319,ERR069685,ERR124288,ERR069798,ERR065971,ERR129168,ERR129172,ERR124294,ERR065969,ERR069693,ERR069779,ERR124297,ERR124286
16f	8	154	group_4680	ERR065288
16f	5	154	group_4680	ERR129196,ERR129144,ERR068010,ERR129182
16f	16c	154	group_4680	ERR129045
16f	14	154	group_4680	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
1	16e	186	nrdD	ERR067975
4	16b	48	dgkA	ERR124311,ERR129057,ERR129151,ERR065290,ERR129135,ERR069815
4	6	48	dgkA	ERR069786,ERR069685,ERR069798,ERR065971,ERR129168,ERR129172,ERR068030,ERR065969,ERR069693,ERR069779
4	15	48	dgkA	ERR124222,ERR129075,ERR069706,ERR069843,ERR124255,ERR065973,ERR069720,ERR068035,ERR129062,ERR124233,ERR069791,ERR068036,ERR065314,ERR069842,ERR129036,ERR129078,ERR069699,ERR069793,ERR129031,ERR129049,ERR067990,ERR069762,ERR067999,ERR129193
